source,date,doi,pmid,model,link,title,abstract,reviewed,forecast,locations,deaths,duration,public,duplicate,included
pubmed,6/5/20,10.1016/j.asoc.2020.106282,32362799,,,Composite Monte Carlo decision making under high uncertainty of novel coronavirus epidemic using hybridized deep learning and fuzzy rule induction.,"In the advent of the novel coronavirus epidemic since December 2019, governments and authorities have been struggling to make critical decisions under high uncertainty at their best efforts. In computer science, this represents a typical problem of machine learning over incomplete or limited data in early epidemic Composite Monte-Carlo (CMC) simulation is a forecasting method which extrapolates available data which are broken down from multiple correlated/casual micro-data sources into many possible future outcomes by drawing random samples from some probability distributions. For instance, the overall trend and propagation of the infested cases in China are influenced by the temporal-spatial data of the nearby cities around the Wuhan city (where the virus is originated from), in terms of the population density, travel mobility, medical resources such as hospital beds and the timeliness of quarantine control in each city etc. Hence a CMC is reliable only up to the closeness of the underlying statistical distribution of a CMC, that is supposed to represent the behaviour of the future events, and the correctness of the composite data relationships. In this paper, a case study of using CMC that is enhanced by deep learning network and fuzzy rule induction for gaining better stochastic insights about the epidemic development is experimented. Instead of applying simplistic and uniform assumptions for a MC which is a common practice, a deep learning-based CMC is used in conjunction of fuzzy rule induction techniques. As a result, decision makers are benefited from a better fitted MC outputs complemented by min-max rules that foretell about the extreme ranges of future possibilities with respect to the epidemic.",1,0,,,,,,
pubmed,5/29/20,10.1093/jamia/ocaa091,32365190,,,TREC-COVID: Rationale and Structure of an Information Retrieval Shared Task for COVID-19.,"TREC-COVID is an information retrieval (IR) shared task initiated to support clinicians and clinical research during the COVID-19 pandemic. IR for pandemics breaks many normal assumptions, which can be seen by examining nine important basic IR research questions related to pandemic situations. TREC-COVID differs from traditional IR shared task evaluations with special considerations for the expected users, IR modality considerations, topic development, participant requirements, assessment process, relevance criteria, evaluation metrics, iteration process, projected timeline, and the implications of data use as a post-task test collection. This article describes how all these were addressed for the particular requirements of developing IR systems under a pandemic situation. Finally, initial participation numbers are also provided, which demonstrate the tremendous interest the IR community has in this effort.",1,0,,,,,,
pubmed,5/14/20,10.1136/jech-2020-214209,32366584,,,A first estimation of the impact of public health actions against COVID-19 in Veneto (Italy).,"Veneto is one of the first Italian regions where the COVID-19 outbreak started spreading. Containment measures were approved soon thereafter. The present study aims at providing a first look at the impact of the containment measures on the outbreak progression in the Veneto region, Italy. A Bayesian changepoint analysis was used to identify the changing speed of the epidemic curve. Then, a piecewise polynomial model was considered to fit the data in the first period before the detected changepoint. In this time interval, that is, the weeks from 27 February to 12 March, a quadratic growth was identified by a generalised additive model (GAM). Finally, the model was used to generate the projection of the expected number of hospitalisations at 2 weeks based on the epidemic speed before the changepoint. Such estimates were then compared with the actual outbreak behaviour. The comparison between the observed and predicted hospitalisation curves highlights a slowdown on the total COVID-19 hospitalisations after the onset of containment measures. The estimated daily slowdown effect of the epidemic growth is estimated as 78 hospitalisations per day as of 27 March (95% CI 75 to 81). The containment strategies seem to have positively impacted the progression of the COVID-19 epidemic outbreak in Veneto.",1,0,,,,,,
pubmed,6/4/20,10.1016/j.eclinm.2020.100375,32368728,,,Eosinopenia and elevated C-reactive protein facilitate triage of COVID-19 patients in fever clinic: a retrospective case-control study.,"Coronavirus disease (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is currently a pandemic affecting over 200 countries. Many cities have established designated fever clinics to triage suspected COVID-19 patients from other patients with similar symptoms. However, given the limited availability of the nucleic acid test as well as long waiting time for both the test and radiographic examination, the quarantine or therapeutic decisions for a large number of mixed patients were often not made in time. We aimed to identify simple and quickly available laboratory biomarkers to facilitate effective triage at the fever clinics for sorting suspected COVID-19 patients from those with COVID-19-like symptoms. We collected clinical, etiological, and laboratory data of 989 patients who visited the Fever Clinic at Wuhan Union Hospital, Wuhan, China, from Jan 31 to Feb 21. Based on polymerase chain reaction (PCR) nucleic acid testing for SARS-CoV-2 infection, they were divided into two groups: SARS-CoV-2-positive patients as cases and SARS-CoV-2-negative patients as controls. We compared the clinical features and laboratory findings of the two groups, and analyzed the diagnostic performance of several laboratory parameters in predicting SARS-CoV-2 infection and made relevant comparisons to the China diagnosis guideline of having a normal or decreased number of leukocytes (≤9•5 10<sup>9</sup>/L) or lymphopenia (&lt;1•1 10<sup>9</sup>/L). Normal or decreased number of leukocytes (≤9•5 10<sup>9</sup>/L), lymphopenia (&lt;1•1 10<sup>9</sup>/L), eosinopenia (&lt;0•02 10<sup>9</sup>/L), and elevated hs-CRP (≥4 mg/L) were presented in 95•0%, 52•2%, 74•7% and 86•7% of COVID-19 patients, much higher than 87•2%, 28•8%, 31•3% and 45•2% of the controls, respectively. The eosinopenia produced a sensitivity of 74•7% and specificity of 68•7% for separating the two groups with the area under the curve (AUC) of 0•717. The combination of eosinopenia and elevated hs-CRP yielded a sensitivity of 67•9% and specificity of 78•2% (AUC=0•730). The addition of eosinopenia alone or the combination of eosinopenia and elevated hs-CRP into the guideline-recommended diagnostic parameters for COVID-19 improved the predictive capacity with higher than zero of both net reclassification improvement (NRI) and integrated discrimination improvement (IDI). The combination of eosinopenia and elevated hs-CRP can effectively triage suspected COVID-19 patients from other patients attending the fever clinic with COVID-19-like initial symptoms. This finding would be particularly useful for designing triage strategies in an epidemic region having a large number of patients with COVID-19 and other respiratory diseases while limited medical resources for nucleic acid tests and radiographic examination. This work was supported by the National Natural Science Foundation of China (NSFC) and the Major Scientific and Technological Innovation Projects of Hubei Province (MSTIP).",1,0,,,,,,
pubmed,5/26/20,10.2196/19097,32369029,,,Estimation of the Probability of Reinfection With COVID-19 by the Susceptible-Exposed-Infectious-Removed-Undetectable-Susceptible Model.,"With the sensitivity of the polymerase chain reaction test used to detect the presence of the virus in the human host, the worldwide health community has been able to record a large number of the recovered population. The aim of this study was to evaluate the probability of reinfection in the recovered class and the model equations, which exhibits the disease-free equilibrium state for the coronavirus disease. The model differential equation was evaluated for the disease-free equilibrium for the case of reinfection as well as the existence and stability criteria for the disease, using the model proportions. This evaluation shows that the criteria for a local or worldwide asymptotic stability with a basic reproductive number (R<sub>0</sub>=0) were satisfied. Hence, there is a chance of no secondary reinfections from the recovered population, as the rate of incidence of the recovered population vanishes (ie, B=0). With a total of about 900,000 infected cases worldwide, numerical simulations for this study were carried out to complement the analytical results and investigate the effect that the implementation of quarantine and observation procedures has on the projection of further virus spread. As shown by the results, the proportion of the infected population, in the absence of a curative vaccination, will continue to grow worldwide; meanwhile, the recovery rate will continue slowly, which means that the ratio of infection rate to recovery rate will determine the death rate that is recorded. Most significant for this study is the rate of reinfection by the recovered population, which will decline to zero over time as the virus is cleared clinically from the system of the recovered class.",1,1,,0,,,,
pubmed,6/23/20,10.1111/andr.12811,32369678,,,"SARS-CoV-2, testosterone and frailty in males (PROTEGGIMI): A multidimensional research project.","Preliminary published data depict a much greater prevalence of males with laboratory-confirmed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) referred for intensive care unit admission and severe sequelae in several countries. In this context, males seem to not only be more susceptible to the infection compared to female subjects, at least in Western countries, but their case fatality rate attributable to SARS-CoV-2 infection is also highest. Therefore, we may speculate that the different hormonal milieu could have a more profound pathophysiological role in association with SARS-CoV-2, with endogenous testosterone leaving men more prone to develop more serious complications related to the SARS-CoV-2 infection. Another option is that SARS-CoV-2 infection per se causes an acute stage of male hypogonadism, the depletion of androgenic action triggering serious or an even fatal course of the disease. Therefore, we strongly advocate the development of a prospective multidimensional andrological translational research project in men, which we called the PROTEGGIMI study. In this Opinion Article, we will not only highlight novel research activity in this area but also invite other researchers and learned scientific societies to join us in our efforts to understand an important and very newly discovered gap in knowledge, which may have serious implications for the lives of millions of men.",1,0,,,,,,
pubmed,5/11/20,10.3390/ijerph17093176,32370204,,,How Big Data and Artificial Intelligence Can Help Better Manage the COVID-19 Pandemic.,"SARS-CoV2 is a novel coronavirus, responsible for the COVID-19 pandemic declared by the World Health Organization. Thanks to the latest advancements in the field of molecular and computational techniques and information and communication technologies (ICTs), artificial intelligence (AI) and Big Data can help in handling the huge, unprecedented amount of data derived from public health surveillance, real-time epidemic outbreaks monitoring, trend now-casting/forecasting, regular situation briefing and updating from governmental institutions and organisms, and health facility utilization information. The present review is aimed at overviewing the potential applications of AI and Big Data in the global effort to manage the pandemic.",1,0,,,,,,
pubmed,5/8/20,10.26355/eurrev_202004_21042,32373996,,,The correlation between the spread of COVID-19 infections and weather variables in 30 Chinese provinces and the impact of Chinese government mitigation plans.,"On February 1, 2020, China announced a novel coronavirus CoVID-19 outbreak to the public. CoVID-19 was classified as an epidemic by the World Health Organization (WHO). Although the disease was discovered and concentrated in Hubei Province, China, it was exported to all of the other Chinese provinces and spread globally. As of this writing, all plans have failed to contain the novel coronavirus disease, and it has continued to spread to the rest of the world. This study aimed to explore and interpret the effect of environmental and metrological variables on the spread of coronavirus disease in 30 provinces in China, as well as to investigate the impact of new China regulations and plans to mitigate further spread of infections. This article forecasts the size of the disease spreading based on time series forecasting. The growing size of CoVID-19 in China for the next 210 days is estimated by predicting the expected confirmed and recovered cases. The results revealed that weather conditions largely influence the spread of coronavirus in most of the Chinese provinces. This study has determined that increasing temperature and short-wave radiation would positively increase the number of confirmed cases, mortality rate, and recovered cases. The findings of this study agree with the results of our previous study.",1,0,,,,,,
pubmed,5/12/20,10.1001/jamanetworkopen.2020.8297,32374400,,,"Estimated Demand for US Hospital Inpatient and Intensive Care Unit Beds for Patients With COVID-19 Based on Comparisons With Wuhan and Guangzhou, China.","Sustained spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has happened in major US cities. Capacity needs in cities in China could inform the planning of local health care resources. To describe and compare the intensive care unit (ICU) and inpatient bed needs for patients with coronavirus disease 2019 (COVID-19) in 2 cities in China to estimate the peak ICU bed needs in US cities if an outbreak equivalent to that in Wuhan occurs. This comparative effectiveness study analyzed the confirmed cases of COVID-19 in Wuhan and Guangzhou, China, from January 10 to February 29, 2020. Timing of disease control measures relative to timing of SARS-CoV-2 community spread. Number of critical and severe patient-days and peak number of patients with critical and severe illness during the study period. In Wuhan, strict disease control measures were implemented 6 weeks after sustained local transmission of SARS-CoV-2. Between January 10 and February 29, 2020, patients with COVID-19 accounted for a median (interquartile range) of 429 (25-1143) patients in the ICU and 1521 (111-7202) inpatients with serious illness each day. During the epidemic peak, 19 425 patients (24.5 per 10 000 adults) were hospitalized, 9689 (12.2 per 10 000 adults) were considered in serious condition, and 2087 (2.6 per 10 000 adults) needed critical care per day. In Guangzhou, strict disease control measures were implemented within 1 week of case importation. Between January 24 and February 29, COVID-19 accounted for a median (interquartile range) of 9 (7-12) patients in the ICU and 17 (15-26) inpatients with serious illness each day. During the epidemic peak, 15 patients were in critical condition and 38 were classified as having serious illness. The projected number of prevalent critically ill patients at the peak of a Wuhan-like outbreak in US cities was estimated to range from 2.2 to 4.4 per 10 000 adults, depending on differences in age distribution and comorbidity (ie, hypertension) prevalence. Even after the lockdown of Wuhan on January 23, the number of patients with serious COVID-19 illness continued to rise, exceeding local hospitalization and ICU capacities for at least a month. Plans are urgently needed to mitigate the consequences of COVID-19 outbreaks on the local health care systems in US cities.",1,1,,0,,,,
pubmed,5/8/20,10.4414/smw.2020.20277,32374886,,,icumonitoring.ch: a platform for short-term forecasting of intensive care unit occupancy during the COVID-19 epidemic in Switzerland.,"In Switzerland, the COVID-19 epidemic is progressively slowing down owing to &amp;ldquo;social distancing&amp;rdquo; measures introduced by the Federal Council on 16 March 2020. However, the gradual ease of these measures may initiate a second epidemic wave, the length and intensity of which are difficult to anticipate. In this context, hospitals must prepare for a potential increase in intensive care unit (ICU) admissions of patients with acute respiratory distress syndrome. Here, we introduce icumonitoring.ch, a platform providing hospital-level projections for ICU occupancy. We combined current data on the number of beds and ventilators with canton-level projections of COVID-19 cases from two S-E-I-R models. We disaggregated epidemic projection in each hospital in Switzerland for the number of COVID-19 cases, hospitalisations, hospitalisations in ICU, and ventilators in use. The platform is updated every 3-4 days and can incorporate projections from other modelling teams to inform decision makers with a range of epidemic scenarios for future hospital occupancy.",1,0,,,,,,
pubmed,6/5/20,10.1002/hed.26219,32374942,,,Rapid implementation of an evidence-based remote triaging system for assessment of suspected referrals and patients with head and neck cancer on follow-up after treatment during the COVID-19 pandemic: Model for international collaboration.,"Outpatient telemedicine consultations are being adopted to triage patients for head and neck cancer. However, there is currently no established structure to frame this consultation. For suspected referrals with cancer, we adapted the Head and Neck Cancer Risk Calculator (HaNC-RC)-V.2, generated from 10 244 referrals with the following diagnostic efficacy metrics: 85% sensitivity, 98.6% negative predictive value, and area under the curve of 0.89. For follow-up patients, a symptom inventory generated from 5123 follow-up consultations was used. A customized Excel Data Tool was created, trialed across professional groups and made freely available for download at www.entintegrate.co.uk/entuk2wwtt, alongside a user guide, protocol, and registration link for the project. Stakeholder support was obtained from national bodies. No remote consultations were refused by patients. Preliminary data from 511 triaging episodes at 13 centers show that 77.1% of patients were discharged directly or have had their appointments deferred. Significant reduction in footfall can be achieved using a structured triaging system. Further refinement of HaNC-RC-V.2 is feasible and the authors welcome international collaboration.",1,0,,,,,,
pubmed,6/16/20,10.3390/biomedicines8050109,32375268,,,Coronavirus Pandemic-Therapy and Vaccines.,"The current coronavirus COVID-19 pandemic, which originated in Wuhan, China, has raised significant social, psychological and economic concerns in addition to direct medical issues. The rapid spread of severe acute respiratory syndrome-coronavirus (SARS-CoV)-2 to almost every country on the globe and the failure to contain the infections have contributed to fear and panic worldwide. The lack of available and efficient antiviral drugs or vaccines has further worsened the situation. For these reasons, it cannot be overstated that an accelerated effort for the development of novel drugs and vaccines is needed. In this context, novel approaches in both gene therapy and vaccine development are essential. Previous experience from SARS- and MERS-coronavirus vaccine and drug development projects have targeted glycoprotein epitopes, monoclonal antibodies, angiotensin receptor blockers and gene silencing technologies, which may be useful for COVID-19 too. Moreover, existing antivirals used for other types of viral infections have been considered as urgent action is necessary. This review aims at providing a background of coronavirus genetics and biology, examples of therapeutic and vaccine strategies taken and potential innovative novel approaches in progress.",1,0,,,,,,
pubmed,5/11/20,10.1186/s12916-020-01597-8,32375776,,,Quantifying the impact of physical distance measures on the transmission of COVID-19 in the UK.,"To mitigate and slow the spread of COVID-19, many countries have adopted unprecedented physical distancing policies, including the UK. We evaluate whether these measures might be sufficient to control the epidemic by estimating their impact on the reproduction number (R<sub>0</sub>, the average number of secondary cases generated per case). We asked a representative sample of UK adults about their contact patterns on the previous day. The questionnaire was conducted online via email recruitment and documents the age and location of contacts and a measure of their intimacy (whether physical contact was made or not). In addition, we asked about adherence to different physical distancing measures. The first surveys were sent on Tuesday, 24 March, 1 day after a &quot;lockdown&quot; was implemented across the UK. We compared measured contact patterns during the &quot;lockdown&quot; to patterns of social contact made during a non-epidemic period. By comparing these, we estimated the change in reproduction number as a consequence of the physical distancing measures imposed. We used a meta-analysis of published estimates to inform our estimates of the reproduction number before interventions were put in place. We found a 74% reduction in the average daily number of contacts observed per participant (from 10.8 to 2.8). This would be sufficient to reduce R<sub>0</sub> from 2.6 prior to lockdown to 0.62 (95% confidence interval [CI] 0.37-0.89) after the lockdown, based on all types of contact and 0.37 (95% CI = 0.22-0.53) for physical (skin to skin) contacts only. The physical distancing measures adopted by the UK public have substantially reduced contact levels and will likely lead to a substantial impact and a decline in cases in the coming weeks. However, this projected decline in incidence will not occur immediately as there are significant delays between infection, the onset of symptomatic disease, and hospitalisation, as well as further delays to these events being reported. Tracking behavioural change can give a more rapid assessment of the impact of physical distancing measures than routine epidemiological surveillance.",1,1,,0,,,,
pubmed,5/9/20,10.1016/j.athoracsur.2020.04.018,32376350,,,The Surge after the Surge: Cardiac Surgery post-COVID-19.,"The COVID-19 pandemic has dramatically reduced adult cardiac surgery case volumes as institutions and surgeons curtail non-urgent operations. There will be a progressive increase in deferred cases during the pandemic that will require completion within a limited time frame once restrictions ease. We investigated the impact of various levels of increased post-pandemic hospital operating capacity on the time to clear the backlog of deferred cases. We collected data from four cardiac surgery programs across two health systems. We recorded case rates at baseline and during the COVID-19 pandemic. We created a mathematical model to quantify the cumulative surgical backlog based on the projected pandemic duration. We then used our model to predict the time required to clear the backlog depending on the level of increased operating capacity. Cardiac surgery volumes fell to 54% of baseline after restrictions were implemented. Assuming a service restoration date of either June 1 or July 1, we calculated the need to perform 216% or 263% of monthly baseline volume, respectively, to clear the backlog in one month. The actual duration required to clear the backlog is highly dependent on hospital capacity in the post-COVID time period, and ranges from one to eight months depending on when services are restored and degree of increased capacity. Cardiac surgical operating capacity during the COVID-19 recovery period will have a dramatic impact on the time to clear the deferred cases backlog. Inadequate operating capacity may cause substantial delays and increase morbidity and mortality. If only pre-pandemic capacity is available, the backlog will never clear.",1,0,,,,,,
pubmed,5/8/20,10.1136/bmj.m1846,32376653,,,Covid-19: Projections of mortality in the US rise as states open up.,,1,0,,,,,,
pubmed,5/7/20,10.1016/j.ssci.2020.104791,32377034,,,Estimating and Projecting Air Passenger Traffic during the COVID-19 Coronavirus Outbreak and its Socio-Economic Impact.,"Due to the coronavirus global crisis, most countries have put in place restrictive measures in order to confine the pandemia and contain the number of casualties. Among the restrictive measures, air traffic suspension is certainly quite effective in reducing the mobility on the global scale in the short term but it also has high socio-economic impact on the long and short term. The main focus of this study is to collect and prepare data on air passengers traffic worldwide with the scope of analyze the impact of travel ban on the aviation sector. Based on historical data from January 2010 till October 2019, a forecasting model is implemented in order to set a reference baseline. Making use of airplane movements extracted from online flight tracking platforms and on-line booking systems, this study presents also a first assessment of recent changes in flight activity around the world as a result of the COVID-19 pandemic. To study the effects of air travel ban on aviation and in turn its socio-economic, several scenarios are constructed based on past pandemic crisis and the observed flight volumes. It turns out that, according to these hypothetical scenarios, in the first Quarter of 2020 the impact of aviation losses could have negatively reduced World GDP by 0.02% to 0.12% according to the observed data and, in the worst case scenarios, at the end of 2020 the loss could be as high as 1.41-1.67% and job losses may reach the value of 25-30 millions. Focusing on EU27, the GDP loss may amount to 1.66-1.98% by the end of 2020 and the number of job losses from 4.2 to 5 millions in the worst case scenarios. Some countries will be more affected than others in the short run and most European airlines companies will suffer from the travel ban. We hope that that these preliminary results may be of help for informed policy making design of exit strategies from this global crisis.",1,0,,,,,,
pubmed,6/5/20,10.1007/s10597-020-00624-5,32378126,,,COVID-19 Epidemic Peer Support and Crisis Intervention Via Social Media.,"This article describes a peer support project developed and carried out by a group of experienced mental health professionals, organized to offer peer psychological support from overseas to healthcare professionals on the frontline of the COVID-19 outbreak in Wuhan, China. This pandemic extremely challenged the existing health care systems and caused severe mental distress to frontline healthcare workers. The authors describe the infrastructure of the team and a novel model of peer support and crisis intervention that utilized a popular social media application on smartphone. Such a model for intervention that can be used elsewhere in the face of current global pandemic, or future disaster response.",1,0,,,,,,
pubmed,5/19/20,10.1111/1742-6723.13540,32378797,,,Epidemiology and clinical features of emergency department patients with suspected COVID-19: Initial results from the COVID-19 Emergency Department Quality Improvement Project (COVED-1).,"The COVID-19 Emergency Department (COVED) Quality Improvement Project aims to provide regular and real-time clinical information to ED clinicians caring for patients with suspected and confirmed COVID-19. The present study summarises data from the first 2 weeks of the study. COVED is an ongoing prospective cohort study that commenced on 1 April 2020. It includes all adult patients presenting to a participating ED who undergo testing for SARS-CoV-2. Data are collected prospectively and entered into a bespoke registry. Outcomes include a positive SARS-CoV-2 polymerase chain reaction test result and requirement for intensive respiratory support. In the period 1-14 April 2020, 240 (16%) of 1508 patients presenting to The Alfred Emergency and Trauma Centre met inclusion criteria. Of these, 11 (5%) tested positive for SARS-CoV-2. The mean age of patients was 60 years and the commonest symptoms were acute shortness of breath (n = 122 [67%]), cough (n = 108 [56%]) or fever (n = 98 [51%]). Overseas travel or known contact with a confirmed case was reported by 24 (14%) and 16 (10%) patients, respectively. Fever or hypoxia was recorded in 23 (10%) and 11 (5%) patients, respectively. Eleven (5%) patients received mechanical ventilation in the ED, of whom none tested positive for SARS-CoV-2. Among patients presenting to a tertiary ED with suspected COVID-19, only a small proportion tested positive for SARS-CoV-2. Although the low incidence of positive cases currently precludes the development of predictive tools, the COVED Project demonstrates that the rapid establishment of an agile clinical registry for emergency care is feasible.",1,0,,,,,,
pubmed,6/3/20,10.1016/j.scitotenv.2020.139144,32380368,,,Risk of the Brazilian health care system over 5572 municipalities to exceed health care capacity due to the 2019 novel coronavirus (COVID-19).,"The spread of the 2019 novel coronavirus (COVID-19) has challenged governments to develop public policies to reduce the load of the COVID-19 on health care systems, which is commonly referred to as &quot;flattening the curve&quot;. This study aims to address this issue by proposing a spatial multicriteria approach to estimate the risk of the Brazilian health care system, by municipality, to exceed the health care capacity because of an influx of patients infected with the COVID-19. We estimated this risk for 5572 municipalities in Brazil using a combination of a multicriteria decision-making approach with spatial analysis to estimate the exceedance risk, and then, we examined the risk variation by designing 5 control intervention scenarios (3 scenarios representing reduction on social contacts, and 2 scenarios representing investment on health care system). For the baseline scenario using an average infection rate across Brazil, we estimated a mean Hospital Bed Capacity (HBC) value of -16.73, indicating that, on average, the Brazilian municipalities will have a deficit of approximately 17 beds. This deficit is projected to occur in 3338 municipalities with the north and northeast regions being at the greatest risk of exceeding health care capacity due to the COVID-19. The intervention scenarios indicate across all of Brazil that they could address the bed shortage, with an average of available beds between 23 and 32. However, when we consider the shortages at a municipal scale, bed exceedances still occur for at least 2119 municipalities in the most effective intervention scenario. Our findings are essential to identify priority areas, to compare populations, and to provide options for government agencies to act. This study can be used to provide support for the creation of effective health public policies for national, regional, and local intervention.",1,0,,,,,,
pubmed,6/23/20,10.1016/j.arcmed.2020.04.012,32381375,,,Tackling the COVID-19 Pandemic.,"After the initial outbreak of the SARS-CoV-2 epidemic (now called COVID-19)-in Wuhan, China-and its subsequent fast dispersion throughout the world, many questions regarding its pathogenesis, genetic evolution, prevention, and transmission routes remain unanswered but fast explored. More than 100,000 confirmed, infected cases within a relatively short period of time globally corroborated the presumption that a pandemic will develop; such a pandemic will require a suite of global intervention measures. Consequently, different countries have reacted differently to the COVID-19 outbreak, but a uniform global response is necessary for tackling the pandemic. Managing the present or future COVID-19 outbreaks is not impossible but surely difficult. Barring the live-animal trade at the markets; revising the regulations and rules of customs, import or export across borders; supporting and expediting projects to develop vaccines and antiviral drugs; immediate quarantine of the involved regions; and also producing and supplying a large number of protective facemasks and preventing its stockpiling or smuggling are the main actions suggested to deal with the present or a forthcoming COVID-19 outbreaks. Increasing numbers of infected cases had heightened concerns about the public health and welfare. Thus, preparing for the next probable pandemic of COVID-19 demands scrutinization of the lessons we have learnt so far.",1,0,,,,,,
pubmed,6/23/20,10.1016/j.arth.2020.04.060,32381441,,,Effect of COVID-19 on Hip and Knee Arthroplasty Surgical Volume in the United States.,"In an effort to help combat the COVID-19 pandemic and preserve essential health care resources, starting in mid-March 2020, surgeons have been instructed to only perform essential surgical procedures. The vast majority of hip and knee arthroplasty surgery does not meet the definition of essential surgery. This study estimated the number of arthroplasty procedures that would be canceled because of these important restrictions. The US hip and knee arthroplasty procedure volume projections for 2020 were estimated from four recently published studies. Data from the American Joint Replacement Registry were utilized to determine what percentage of these cases would be considered nonessential surgery. Monthly and weekly estimates of nonessential hip and knee arthroplasty procedures that would have occurred had there not been any restrictions due to COVID-19 were calculated. After excluding essential procedures, it was estimated that approximately 30,000 primary and 3000 revision hip and knee arthroplasty procedures will be canceled each week while COVID-19 restrictions regarding nonessential surgery are in place. If only 50% of nonessential cases were actually canceled across the United States, that would still result in the cancellation of 15,001 primary and 1435 revision hip and knee arthroplasty procedures per week while restrictions are in place. This study highlights the profound impact COVID-19 is having on our current hip and knee arthroplasty volume. The large number of cases canceled because of COVID-19 translates into major financial losses for health care institutions and may have a profound impact on our patients.",1,0,,,,,,
pubmed,6/23/20,10.1016/j.arth.2020.04.054,32381442,,,Humanitarian Needs: The Arthroplasty Community and the COVID-19 Pandemic.,"As the world struggles with the COVID-19 pandemic, health care providers are on the front lines. We highlight the value of engaging in humanitarian medical work, contributions of the hip and knee arthroplasty community to date, and future needs after the resolution of the pandemic. We sought to understand how the arthroplasty community can contribute, based on historical lessons from prior pandemics and recessions, current needs, and projections of the COVID-19 impact. We polled members of medical mission groups led by arthroplasty surgeons to understand their current efforts in humanitarian medical work. We also polled orthopedic colleagues to understand their role and response. Google Search and PubMed were used to find articles relevant to the current environment of the COVID-19 pandemic, humanitarian needs after previous epidemics, and the economic effects of prior recessions on elective surgery. Hip and knee arthroplasty surgeons are not at the center of the pandemic but are providing an invaluable supportive role through continued care of musculoskeletal patients and unloading of emergency rooms. Others have taken active roles assisting outside of orthopedics. Arthroplasty humanitarian organizations have donated personal protective equipment and helped to prepare their partners in other countries. Previous pandemics and epidemics highlight the need for sustained humanitarian support, particularly in poor countries or those with ongoing conflict and humanitarian crises. There are opportunities now to make a difference in this health care crisis. In the aftermath, there will be a great need for humanitarian work both here and throughout the world.",1,0,,,,,,
pubmed,5/13/20,10.1177/0163278720923224,32383409,,,Notes From the Field: Vape Shop Business Operations Compliance in the Wake of COVID-19.,"The novel 2019 Coronavirus Disease (COVID-19) pandemic has led to the closing of all but essential businesses in California. However, several nonessential businesses have remained open in Southern California despite the mandated &quot;stay at home&quot; order issued by the governor. As part of an ongoing vape shop project involving 88 participating shops, this study investigated the number of vape shops that remained open amidst the coronavirus outbreak and related mandates. Examination of shop social media websites and telephone calls to shops revealed that 61.4% (<i>n</i> = 54) have remained open, particularly within Korean/Asian and Hispanic/Latino ethnic locations (32 of the 54 shops). Importantly, walk-in service was much higher within Hispanic/Latino locations compared to African American, Korean/Asian, or non-Hispanic White neighborhoods (<i>p</i> = 0.03). It is not known if shops that stayed open were in direct violation of the order, didn't know all the details of the order, or found a loophole in the order and believed that they were an essential business. Better communication between the vape shop industry and public health officials during this pandemic is needed.",1,0,,,,,,
pubmed,5/8/20,10.2106/JBJS.20.00715,32384297,,,Using Machine Learning to Estimate Unobserved COVID-19 Infections in North America.,"The detection of coronavirus disease 2019 (COVID-19) cases remains a huge challenge. As of April 22, 2020, the COVID-19 pandemic continues to take its toll, with &gt;2.6 million confirmed infections and &gt;183,000 deaths. Dire projections are surfacing almost every day, and policymakers worldwide are using projections for critical decisions. Given this background, we modeled unobserved infections to examine the extent to which we might be grossly underestimating COVID-19 infections in North America. We developed a machine-learning model to uncover hidden patterns based on reported cases and to predict potential infections. First, our model relied on dimensionality reduction to identify parameters that were key to uncovering hidden patterns. Next, our predictive analysis used an unbiased hierarchical Bayesian estimator approach to infer past infections from current fatalities. Our analysis indicates that, when we assumed a 13-day lag time from infection to death, the United States, as of April 22, 2020, likely had at least 1.3 million undetected infections. With a longer lag time-for example, 23 days-there could have been at least 1.7 million undetected infections. Given these assumptions, the number of undetected infections in Canada could have ranged from 60,000 to 80,000. Duarte's elegant unbiased estimator approach suggested that, as of April 22, 2020, the United States had up to &gt;1.6 million undetected infections and Canada had at least 60,000 to 86,000 undetected infections. However, the Johns Hopkins University Center for Systems Science and Engineering data feed on April 22, 2020, reported only 840,476 and 41,650 confirmed cases for the United States and Canada, respectively. We have identified 2 key findings: (1) as of April 22, 2020, the United States may have had 1.5 to 2.029 times the number of reported infections and Canada may have had 1.44 to 2.06 times the number of reported infections and (2) even if we assume that the fatality and growth rates in the unobservable population (undetected infections) are similar to those in the observable population (confirmed infections), the number of undetected infections may be within ranges similar to those described above. In summary, 2 different approaches indicated similar ranges of undetected infections in North America. Prognostic Level V. See Instructions for Authors for a complete description of levels of evidence.",1,0,,,,,,
